Skipped,0.01,399
Skipped,0.02,1757
Skipped,0.03,3667
Skipped,0.04,6466
Skipped,0.05,10073
Skipped,0.06,14435
Skipped,0.07,19262
Skipped,0.08,24669
Skipped,0.09,31145
Skipped,0.1,37966
Skipped,0.11,45456
Skipped,0.12,53176
Skipped,0.13,61942
Skipped,0.14,71011
Skipped,0.15,80562
Skipped,0.16,90352
Skipped,0.17,100658
Skipped,0.18,111008
Skipped,0.19,122145
Skipped,0.2,132504
Skipped,0.21,142962
Skipped,0.22,153198
Skipped,0.23,163254
Skipped,0.24,173077
Skipped,0.25,182685
Skipped,0.26,191538
Skipped,0.27,200498
Skipped,0.28,208810
Skipped,0.29,216783
Skipped,0.3,223627
Skipped,0.31,230133
Skipped,0.32,235617
Skipped,0.33,240604
Skipped,0.34,245091
Skipped,0.35,248659
Skipped,0.36,251751
Skipped,0.37,253315
Skipped,0.38,253954
Skipped,0.39,254001
Skipped,0.4,253887
Skipped,0.41,253552
Skipped,0.42,253446
Skipped,0.43,252979
Skipped,0.44,252574
Skipped,0.45,252219
Skipped,0.46,252242
Skipped,0.47,251614
Skipped,0.48,251166
Skipped,0.49,250772
Skipped,0.5,250584
