Skipped,0.01,2105
Skipped,0.02,8037
Skipped,0.03,18167
Skipped,0.04,32347
Skipped,0.05,49552
Skipped,0.06,70309
Skipped,0.07,93317
Skipped,0.08,117367
Skipped,0.09,142820
Skipped,0.1,168605
Skipped,0.11,191120
Skipped,0.12,213621
Skipped,0.13,231306
Skipped,0.14,243457
Skipped,0.15,251600
Skipped,0.16,256019
Skipped,0.17,258412
Skipped,0.18,259806
Skipped,0.19,260519
Skipped,0.2,261007
Skipped,0.21,261243
Skipped,0.22,261453
Skipped,0.23,261581
Skipped,0.24,261670
Skipped,0.25,261703
Skipped,0.26,261759
Skipped,0.27,261825
Skipped,0.28,261883
Skipped,0.29,261877
Skipped,0.3,261896
Skipped,0.31,261920
Skipped,0.32,261950
Skipped,0.33,261965
Skipped,0.34,261996
Skipped,0.35,261994
Skipped,0.36,262024
Skipped,0.37,262038
Skipped,0.38,262039
Skipped,0.39,262049
Skipped,0.4,262069
Skipped,0.41,262069
Skipped,0.42,262078
Skipped,0.43,262090
Skipped,0.44,262086
Skipped,0.45,262101
Skipped,0.46,262105
Skipped,0.47,262111
Skipped,0.48,262110
Skipped,0.49,262110
Skipped,0.5,262118
